,ingredients,cuisine
4598,"['rib', 'eye', 'steak', 'flour', 'egg', 'bread', 'crumb', 'butter', 'oil', 'oil', 'ham', 'chees', 'butter', 'onion', 'oliv', 'tomato', 'sauc', 'chili', 'pepper', 'salt', 'sugar']",portuguese
4599,"['butter', 'onion', 'bread', 'crumb', 'milk', 'ground', 'beef', 'ground', 'pork', 'ground', 'veal', 'egg', 'ground', 'allspic', 'salt', 'pepper', 'juic', 'flour', 'cream']",swedish
4600,"['tortilla', 'cream', 'chees', 'chili', 'chicken', 'enchilada', 'sauc', 'cheddar', 'chees']",mexican
4601,"['onion', 'celeri', 'garlic', 'oil', 'wine', 'parsley', 'flake', 'shrimp', 'parmesan', 'chees', 'pasta']",italian
4602,"['parsley', 'cilantro', 'mint', 'oil', 'garlic', 'clove', 'sugar', 'salt', 'lime', 'zest', 'ground', 'cumin', 'pepper', 'steak', 'onion', 'pepper', 'pepper', 'lime', 'wedg']",moroccan
4603,"['pork', 'shoulder', 'garlic', 'clove', 'salt', 'cumin', 'seed', 'sage', 'oregano', 'leav', 'ground', 'pepper', 'oil', 'onion', 'chicken', 'stock', 'carrot']",cuban
4604,"['rib', 'eye', 'steak', 'mushroom', 'shallot', 'rosemari', 'salt', 'ground', 'pepper', 'grapese', 'oil', 'dijon', 'mustard', 'turkey', 'pastri', 'egg', 'yolk']",english
4605,"['onion', 'potato', 'coleslaw', 'carrot', 'water', 'oil', 'paprika', 'flour', 'salt', 'pepper', 'parsley', 'cream']",hungarian
4606,"['spaghetti', 'oil', 'pancetta', 'pepper', 'flake', 'garlic', 'clove', 'wine', 'egg', 'yolk', 'romano', 'chees', 'salt', 'ground', 'pepper']",italian
4607,"['rump', 'steak', 'curri', 'powder', 'ground', 'cumin', 'ground', 'coriand', 'ground', 'turmer', 'chili', 'chili', 'garlic', 'clove', 'ginger', 'onion', 'tomato', 'coconut', 'milk', 'oil']",indian
4608,"['fish', 'lime', 'juic', 'taco', 'bell', 'taco', 'season', 'mix', 'kraft', 'mayonnais', 'cilantro', 'slaw', 'mix', 'corn', 'tortilla', 'style', 'chees']",mexican
4609,"['chicken', 'breast', 'taco', 'season', 'salt', 'cumin', 'chili', 'radish', 'cilantro', 'queso', 'fresco', 'lime', 'corn', 'tortilla', 'canola', 'oil', 'salsa']",mexican
4610,"['rice', 'salsa', 'veggi', 'bean', 'taco', 'season', 'cream', 'chees']",mexican
4611,"['beef', 'sirloin', 'garlic', 'clove', 'bay', 'leav', 'ground', 'pepper', 'madeira', 'oil', 'tomato', 'pepper', 'salt']",portuguese
4612,"['spaghetti', 'mapl', 'syrup', 'cream', 'egg', 'nutmeg']",english
4613,"['soup', 'mix', 'oil', 'onion', 'garlic', 'bell', 'pepper', 'tomato', 'rice', 'turkey', 'salt', 'sauc', 'veget', 'oil', 'plantain', 'avocado', 'lime', 'cream', 'cilantro']",cuban
4614,"['turkey', 'sage', 'thyme', 'sprig', 'rosemari', 'onion', 'carrot', 'celeri', 'rib', 'lemon', 'chicken', 'broth', 'butter', 'butter', 'sage', 'thyme', 'leav', 'parsley', 'garlic', 'sea', 'salt', 'pepper']",american
4615,"['chicken', 'breast', 'ginger', 'garlic', 'peanut', 'butter', 'rice', 'vinegar', 'soy', 'sauc', 'sweeten', 'curri', 'past', 'chicken', 'stock', 'ground', 'pepper', 'peanut', 'oil', 'coconut', 'milk', 'cilantro']",thai
4616,"['banger', 'oil', 'potato', 'butter', 'milk', 'onion', 'flour', 'beef', 'broth', 'salt', 'pepper']",english
4617,"['noodl', 'meatbal', 'beef', 'broth', 'mushroom', 'onion', 'cream', 'flour', 'caraway', 'seed', 'parsley']",german
4618,"['canola', 'oil', 'beef', 'rib', 'onion', 'tomato', 'sauc', 'water', 'sugar', 'vinegar', 'salt', 'ground', 'mustard', 'worcestershir', 'sauc', 'paprika', 'egg', 'noodl']",hungarian
4619,"['beef', 'chuck', 'roast', 'veget', 'oil', 'onion', 'salt', 'wine', 'beef', 'broth', 'bay', 'leaf', 'ground', 'pepper', 'roast', 'sandwich', 'roll', 'provolon', 'chees']",french
4620,"['mushroom', 'garlic', 'ginger', 'chicken', 'breast', 'oyster', 'sauc', 'soy', 'sauc', 'soy', 'sauc', 'rice', 'wine', 'liquid', 'onion', 'veget', 'oil']",chinese
4621,"['oil', 'onion', 'salt', 'pepper', 'thyme', 'beef', 'broth', 'wine', 'mayonnais', 'yogurt', 'dijon', 'mustard', 'parsley', 'salt', 'ground', 'beef', 'gruyer', 'chees', 'brioch', 'bun', 'butter', 'lettuc']",french
4622,"['onion', 'celeri', 'rib', 'mushroom', 'ground', 'beef', 'herb', 'dijon', 'mustard', 'oregano', 'paprika', 'pepper', 'cayenn', 'pepper', 'water', 'zucchini', 'salt', 'potato', 'ghee', 'salt', 'pepper']",english
4623,"['salt', 'ground', 'pepper', 'bone', 'chicken', 'thigh', 'oil', 'onion', 'paprika', 'sugar', 'potato', 'chicken', 'broth', 'cream']",hungarian
4624,"['beef', 'soy', 'sauc', 'sherri', 'oil', 'onion', 'garlic', 'ginger', 'broccoli', 'floret', 'beansprout', 'water', 'sugar', 'ground', 'pepper', 'corn', 'starch']",chinese
4625,"['chicken', 'breast', 'onion', 'garlic', 'clove', 'ginger', 'tomato', 'sauc', 'oil', 'garam', 'masala', 'ground', 'cumin', 'ground', 'coriand', 'paprika', 'turmer', 'cinnamon', 'cayenn', 'pepper', 'ground', 'pepper', 'bay', 'leaf', 'cream', 'arrowroot', 'powder', 'lemon']",indian
4626,"['pastri', 'shell', 'butter', 'shallot', 'crabmeat', 'flour', 'chees', 'egg', 'half', 'salt', 'pepper', 'nutmeg', 'parsley']",french
4627,"['chicken', 'breast', 'wine', 'soy', 'sauc', 'garlic', 'oil', 'button', 'mushroom', 'spring', 'onion', 'mushroom', 'sauc']",chinese
4628,"['beef', 'oil', 'onion', 'flour', 'wine', 'paprika', 'beef', 'broth', 'paprika', 'goulash', 'cream', 'paprika', 'past', 'cream', 'potato', 'carrot', 'salt', 'pepper', 'egg', 'noodl']",hungarian
4629,"['roll', 'brat', 'dijon', 'mustard', 'onion', 'oil', 'grain', 'mustard', 'pepper', 'salt']",german
4630,"['ground', 'beef', 'hamburg', 'bun', 'muenster', 'chees', 'sauerkraut']",german
4631,"['marzano', 'tomato', 'oregano', 'thyme', 'garlic', 'salt', 'pepper', 'pepper', 'flake', 'bread', 'mzarella', 'chees', 'pepperoni', 'oliv']",french
4632,"['chicken', 'breast', 'pineappl', 'rice', 'pineappl', 'ketchup', 'soy', 'sauc', 'sugar', 'honey', 'sesam', 'oil', 'chili', 'ginger', 'past', 'garlic', 'worcestershir', 'sauc', 'lemon', 'jasmin', 'rice', 'coconut', 'water', 'curri', 'past', 'garlic', 'powder', 'lime', 'sea', 'salt', 'pepper', 'coconut', 'flake', 'onion', 'cashew']",hawaiian
4633,"['quinoa', 'cucumb', 'onion', 'tomato', 'chees', 'leaf', 'parsley', 'lemon', 'pepper', 'salt']",greek
4634,"['bacon', 'beef', 'rib', 'onion', 'carrot', 'garlic', 'dill', 'pickl', 'wine', 'beef', 'broth', 'bay', 'leaf', 'salt', 'pepper', 'sauc', 'corn', 'starch', 'parsley']",german
4635,"['cumin', 'seed', 'coriand', 'seed', 'fennel', 'seed', 'clove', 'turmer', 'chili', 'fish', 'mustard', 'oil']",indian
4636,"['beef', 'coconut', 'onion', 'potato', 'yogurt', 'clove', 'ground', 'turmer', 'pepper', 'carrot', 'ground', 'cinnamon', 'cardamom', 'pod', 'ground', 'pepper', 'coriand', 'powder', 'chili', 'ginger', 'garlic', 'ground', 'cumin', 'spring', 'onion', 'chili', 'bay', 'leav', 'salt']",indian
4637,"['oil', 'chicken', 'breast', 'onion', 'arborio', 'rice', 'chicken', 'broth', 'wine', 'saffron', 'salt', 'pepper', 'tomato', 'shrimp', 'sausag']",spanish
4638,"['pork', 'butt', 'lard', 'lime', 'garlic', 'clove', 'seed', 'chili', 'onion', 'salt', 'ground', 'pepper', 'oregano', 'cumin', 'garlic', 'powder', 'bacon', 'fat', 'oil']",mexican
4639,"['cornmeal', 'flour', 'pepper', 'kosher', 'salt', 'egg', 'oil', 'fish', 'cherri', 'tomato', 'corn', 'kernel', 'shallot', 'balsamico', 'bianco', 'tarragon', 'ground', 'pepper']",american
4640,"['bacon', 'slice', 'celeri', 'bell', 'pepper', 'bell', 'pepper', 'onion', 'juic', 'lime', 'juic', 'mustard', 'pepper', 'garlic', 'clove', 'pea', 'tomato', 'pepper', 'season', 'shrimp', 'sea', 'scallop', 'veget', 'oil', 'mustard', 'green']",american
4641,"['chicken', 'breast', 'halv', 'salt', 'ground', 'pepper', 'flour', 'dijon', 'mustard', 'egg', 'panko', 'parsley', 'garlic', 'clove', 'oil', 'lemon', 'wedg']",german
4642,"['oil', 'brat', 'hoagi', 'roll', 'bell', 'pepper', 'onion', 'salt', 'ground', 'pepper', 'beer', 'ketchup', 'mustard']",german
4643,"['pineappl', 'chunk', 'juic', 'potato', 'sausag', 'sugar', 'corn', 'starch', 'salt', 'butter', 'rice']",hawaiian
4644,"['steak', 'chutney', 'pineappl', 'juic', 'bourbon', 'whiskey', 'rice', 'vinegar', 'pepper', 'sauc', 'salt', 'garlic', 'clove']",american
4645,"['chicken', 'breast', 'beer', 'arborio', 'rice', 'cumin', 'garlic', 'powder', 'onion', 'powder', 'salt', 'pepper', 'chicken', 'broth', 'onion', 'pepper', 'garlic', 'clove', 'corn', 'oil']",cuban
4646,"['ham', 'onion', 'ketchup', 'water', 'vinegar', 'mustard', 'sugar', 'worcestershir', 'sauc', 'bun', 'pineappl']",hawaiian
4647,"['oil', 'zucchini', 'chicken', 'breast', 'corn', 'onion', 'garlic', 'salt', 'cumin', 'oregano', 'chili', 'chicken', 'broth', 'tomato', 'sauc', 'wheat', 'tortilla', 'enchilada', 'sauc', 'chees', 'blend']",mexican
4648,"['ground', 'beef', 'onion', 'ground', 'pepper', 'garlic', 'salt', 'tomato', 'sauc', 'salsa', 'tomato', 'chili', 'chili']",mexican
4649,"['chees', 'tortellini', 'marinara', 'sauc', 'whip', 'cream', 'parmesan', 'chees', 'ground', 'pepper', 'salt', 'mzarella', 'chees']",italian
4650,"['garlic', 'bulb', 'oil', 'salt', 'pepper', 'lemon', 'juic', 'shallot', 'leg', 'lamb', 'rosemari', 'thyme', 'lemon', 'zest', 'rosemari', 'sprig']",american
4651,"['knockwurst', 'butter', 'tomato', 'sauc', 'curri', 'powder', 'paprika', 'sugar', 'onion', 'powder']",german
4652,"['fish', 'salt', 'ground', 'pepper', 'flour', 'butter', 'oil', 'sake', 'soy', 'sauc', 'mirin', 'sugar']",japanese
4653,"['beef', 'rib', 'flour', 'salt', 'pepper', 'oil', 'onion', 'water', 'sugar', 'catsup', 'wine', 'vinegar', 'garlic', 'bay', 'leav']",english
4654,"['garlic', 'dijon', 'mustard', 'salt', 'guin', 'beer', 'steak']",irish
4655,"['ham', 'cider', 'sugar', 'mustard', 'clove']",irish
4656,"['sesam', 'oil', 'tofu', 'onion', 'ginger', 'pepper', 'flake', 'asparagu', 'salt', 'garlic', 'cashew', 'nut', 'spinach', 'lime', 'hoisin', 'sauc', 'mint', 'basil']",chinese
4657,"['chicken', 'breast', 'halv', 'salt', 'pepper', 'butter', 'oil', 'shallot', 'sodium', 'chicken', 'broth', 'sherri', 'vinegar', 'cream', 'parsley']",american
4658,"['pork', 'loin', 'flour', 'onion', 'powder', 'garlic', 'powder', 'paprika', 'paprika', 'salt', 'pepper', 'oil', 'onion', 'garlic', 'clove', 'pepper', 'poultri', 'season', 'bay', 'leav', 'thyme', 'tabasco', 'pepper', 'sauc', 'pepper', 'flake', 'worcestershir', 'sauc', 'chicken', 'stock', 'tomato', 'juic', 'ground', 'pepper', 'cream']",hungarian
4659,"['onion', 'ginger', 'garlic', 'chili', 'coriand', 'seed', 'cumin', 'seed', 'cilantro', 'garam', 'masala', 'lemon', 'juic', 'salt', 'pepper', 'chicken', 'oil', 'water']",indian
4660,"['chicken', 'breast', 'salsa', 'verd', 'onion', 'jack', 'chees', 'yogurt', 'tortilla', 'gallo']",mexican
4661,"['beef', 'salt', 'pepper', 'garlic', 'oil', 'garlic', 'dijon', 'mustard', 'mayonnais', 'lime', 'juic', 'roll', 'chees', 'ham', 'pork', 'loin', 'roast', 'dill', 'pickl', 'slice']",cuban
4662,"['soy', 'sauc', 'sugar', 'lime', 'veget', 'oil', 'garlic', 'clove', 'curri', 'powder', 'ground', 'ginger', 'ground', 'cardamom', 'salt', 'chicken', 'breast', 'coconut', 'milk', 'peanut', 'butter', 'curri', 'past', 'lime', 'juic']",indian
4663,"['butter', 'brat', 'onion', 'appl', 'sauerkraut', 'beer', 'pepper', 'caraway', 'seed', 'thyme', 'leav', 'dog', 'bun', 'mustard']",german
4664,"['bean', 'onion', 'water', 'beef', 'stock', 'cube', 'ham', 'bay', 'leav', 'thyme', 'oregano', 'salt', 'chili', 'cayenn', 'pepper', 'rice', 'pepper']",cuban
4665,"['eggplant', 'tabl', 'salt', 'oil', 'onion', 'tomato', 'salt', 'ground', 'pepper', 'parsley', 'mint', 'jasmin', 'rice', 'water', 'yogurt']",greek
4666,"['ground', 'beef', 'pasta', 'sauc', 'garlic', 'clove', 'garlic', 'powder', 'egg', 'noodl', 'margarin', 'onion', 'powder', 'parmesan', 'chees', 'mzarella', 'chees']",italian
4667,"['sausag', 'cucumb', 'cherri', 'tomato', 'capsicum', 'kalamata', 'mint', 'leaf', 'parsley', 'chees', 'lemon', 'oil', 'balsam', 'vinegar']",greek
4668,"['ghee', 'onion', 'chicken', 'garlic', 'ginger', 'ground', 'coriand', 'ground', 'cumin', 'chili', 'ground', 'turmer', 'cardamon', 'clove', 'bay', 'leav', 'ground', 'cinnamon', 'yogurt', 'salt', 'lime', 'juic', 'chili', 'cilantro', 'mint', 'leav', 'rice', 'water', 'saffron', 'thread', 'cashew', 'nut', 'onion', 'coriand', 'tomato', 'cucumb']",indian
4669,"['chicken', 'breast', 'butter', 'onion', 'garlic', 'salt', 'pepper', 'flour', 'milk', 'chicken', 'broth']",hawaiian
4670,"['kohlrabi', 'onion', 'butter', 'beef', 'egg', 'garlic', 'salt', 'pepper', 'broth', 'cream', 'flour']",hungarian
4671,"['lime', 'mirin', 'soy', 'sauc', 'sugar', 'ginger', 'sesam', 'oil', 'chicken', 'breast', 'udon']",japanese
4672,"['lentil', 'water', 'turmer', 'coconut', 'mustard', 'seed', 'curri', 'leav', 'cumin', 'seed', 'chili', 'tomato', 'salt']",indian
4673,"['pork', 'lard', 'onion', 'paprika', 'water', 'salt', 'caraway', 'seed', 'garlic', 'clove', 'sauerkraut', 'bay', 'leaf', 'cream', 'flour']",hungarian
4674,"['urad', 'dal', 'kidney', 'bean', 'cumin', 'seed', 'garlic', 'clove', 'gingerroot', 'garam', 'masala', 'cream', 'chili', 'butter', 'tomato', 'onion', 'oil', 'salt']",indian
4675,"['chicken', 'chili', 'corn', 'tortilla', 'monterey', 'jack']",mexican
4676,"['filet', 'rice', 'wine', 'salt', 'ginger', 'scallion', 'soy', 'sauc', 'sesam', 'oil']",chinese
4677,"['pork', 'chop', 'lemon', 'juic', 'flour', 'egg', 'beer', 'panko', 'breadcrumb', 'canola', 'oil', 'salt', 'ground', 'pepper', 'parsley', 'leav', 'chicken', 'broth', 'dill']",german
4678,"['parsley', 'basil', 'leav', 'thyme', 'leav', 'ground', 'pepper', 'wheat', 'bread', 'egg', 'white', 'water', 'chicken', 'breast', 'halv', 'prosciutto', 'chees', 'veget', 'oil', 'cook', 'spray', 'basil']",american
4679,"['chicken', 'breast', 'halv', 'oil', 'lemon', 'garlic', 'salt', 'pepper', 'paprika']",greek
4680,"['chicken', 'lemon', 'oil', 'salt', 'ground', 'pepper', 'oregano', 'garlic', 'potato']",greek
4681,"['avocado', 'garlic', 'basil', 'leav', 'parmesan', 'chees', 'oil', 'sunflow', 'seed', 'salt', 'gnocchi']",italian
4682,"['steak', 'garlic', 'clove', 'lime', 'ground', 'pepper', 'salt', 'oil', 'onion', 'parsley']",cuban
4683,"['water', 'yeast', 'flour', 'salt', 'oil', 'chicken', 'breast', 'yogurt', 'garlic', 'wine', 'vinegar', 'lemon', 'juic', 'oregano', 'kalamata', 'oliv', 'tzatziki', 'sauc', 'pita', 'onion', 'chees']",greek
4684,"['corn', 'chip', 'chili', 'bean', 'salsa', 'chees', 'cream']",american
4685,"['rib', 'salt', 'ground', 'pepper', 'thyme', 'rosemari', 'sage', 'oil', 'garlic', 'chicken', 'broth', 'flour']",american
4686,"['rice', 'oil', 'garlic', 'onion', 'bell', 'pepper', 'corn', 'kernel', 'bean', 'enchilada', 'sauc', 'enchilada', 'sauc', 'chili', 'cumin', 'oregano', 'salt', 'ground', 'pepper', 'chees', 'blend', 'cilantro']",mexican
4687,"['pork', 'loin', 'chop', 'pineappl', 'chunk', 'juic', 'ham', 'oregano', 'tomato', 'chees', 'salad']",hawaiian
4688,"['flour', 'salt', 'pepper', 'beef', 'liver', 'butter', 'oil', 'onion', 'sage', 'beef', 'stock', 'wine', 'leaf', 'parsley']",english
4689,"['sausag', 'oil', 'bell', 'pepper', 'onion', 'garlic', 'salt', 'pepper', 'wine', 'tomato', 'cucumb', 'oregano', 'pepper', 'flake', 'dill', 'hoagi', 'roll', 'tomato', 'feta', 'chees']",greek
4690,"['potato', 'flour', 'egg', 'milk', 'worcestershir', 'sauc', 'salt', 'pepper', 'beef', 'cabbag', 'spinach', 'cream', 'chees', 'paprika']",irish
4691,"['pepper', 'onion', 'tomato', 'sauc', 'tomato', 'past', 'cider', 'vinegar', 'oil', 'garlic', 'ground', 'cumin', 'bay', 'leaf', 'salt', 'chuck', 'steak', 'pimento', 'oliv', 'cilantro']",cuban
4692,"['skirt', 'steak', 'garlic', 'salt', 'peppercorn', 'orang', 'juic', 'onion', 'oregano', 'oil']",cuban
4693,"['cod', 'bread', 'onion', 'ground', 'pepper', 'bay', 'leav', 'garlic', 'paprika', 'wine', 'pork', 'lard', 'oil']",portuguese
4694,"['butter', 'chicken', 'salt', 'pepper', 'cognac', 'wine', 'chicken', 'stock', 'tomato', 'past', 'garlic', 'thyme', 'bay', 'leaf', 'onion', 'mushroom', 'flour', 'butter', 'parsley', 'oil', 'stock', 'parsley', 'mushroom', 'shallot']",french
4695,"['beef', 'oil', 'lemon', 'juic', 'garlic', 'clove', 'oregano', 'salt', 'ground', 'pepper', 'onion', 'tomato', 'pepper', 'veget', 'tzatziki', 'sauc', 'rice', 'salad', 'hummu', 'pita', 'cucumb', 'yogurt', 'garlic', 'dill', 'ground', 'pepper']",greek
4696,"['rice', 'oil', 'pepper', 'pepper', 'pepper', 'onion', 'chicken', 'pineappl', 'chunk', 'pineappl', 'juic', 'ground', 'ginger']",hawaiian
4697,"['onion', 'garlic', 'sodium', 'chicken', 'flavor', 'bouillon', 'oregano', 'leav', 'ground', 'cumin', 'ground', 'pepper', 'oil', 'juic', 'cilantro', 'chicken', 'part']",cuban
4698,"['enchilada', 'sauc', 'corn', 'tortilla', 'bean', 'kernel', 'corn', 'scallion', 'chicken', 'jack', 'chees', 'avocado', 'cilantro']",mexican
4699,"['chicken', 'wing', 'chili', 'pepper', 'egg', 'salt', 'flour', 'garlic', 'ginger', 'pepper', 'flake', 'chicken', 'broth', 'sugar', 'vinegar', 'chili', 'oil', 'spring', 'onion']",chinese
4700,"['beef', 'brisket', 'carrot', 'water', 'ground', 'pepper', 'potato', 'beer', 'onion', 'cabbag', 'balsam', 'vinegar', 'cane', 'sugar', 'oil', 'guin', 'beer', 'brisket', 'cabbag', 'salt']",irish
4701,"['garlic', 'clove', 'onion', 'beef', 'oil', 'salt', 'pepper', 'oregano', 'mint', 'rice', 'tomato', 'chees', 'egg', 'bell', 'pepper']",greek
4702,"['chicken', 'garlic', 'past', 'chili', 'tomato', 'garam', 'masala', 'ground', 'turmer', 'cumin', 'seed', 'pepper', 'chili', 'salt', 'oil', 'yogurt', 'cilantro']",indian
4703,"['canola', 'oil', 'potato', 'salt', 'ground', 'beef', 'sausag', 'saltin', 'onion', 'paprika', 'garlic', 'clove', 'ground', 'pepper', 'hamburg', 'bun', 'ketchup']",cuban
4704,"['rice', 'stick', 'noodl', 'ketchup', 'chicken', 'broth', 'fish', 'sauc', 'lime', 'juic', 'sugar', 'chili', 'egg', 'shrimp', 'chicken', 'breast', 'onion', 'garlic', 'pepper', 'ginger', 'beansprout', 'onion', 'peanut', 'cilantro', 'lime', 'wedg']",thai
4705,"['garlic', 'sea', 'salt', 'milk', 'appl', 'cider', 'vinegar', 'earth', 'balanc', 'spread', 'ground', 'nutmeg', 'lentil', 'water', 'bay', 'leaf', 'porcini', 'mushroom', 'mushroom', 'flour', 'coconut', 'oil', 'onion', 'parsnip', 'celeri', 'carrot', 'sherri', 'soy', 'sauc', 'tomato', 'past', 'thyme', 'leav', 'ground', 'pepper', 'chive', 'thyme', 'ground', 'pepper']",english
4706,"['oil', 'onion', 'celeri', 'garlic', 'clove', 'oregano', 'pepper', 'flake', 'ground', 'cumin', 'salt', 'bean', 'lime', 'juic', 'cilantro', 'water', 'bouillon', 'cube', 'wine']",cuban
4707,"['balsamico', 'bianco', 'garlic', 'lemon', 'oliv', 'tapenad', 'honey', 'ground', 'pepper', 'salt', 'onion', 'artichok', 'heart', 'kalamata', 'oliv', 'chees', 'oregano', 'spinach', 'walnut', 'pepperoncini']",greek
4708,"['lentil', 'potato', 'onion', 'curri', 'past', 'garam', 'masala', 'turmer', 'chili', 'curri', 'powder', 'sugar', 'garlic', 'ginger', 'tomato', 'coconut', 'milk', 'lemon', 'juic', 'cilantro']",indian
4709,"['yogurt', 'garlic', 'clove', 'onion', 'chees', 'salt', 'sirloin', 'steak', 'chili', 'oregano', 'oil', 'bell', 'pepper', 'flour', 'spinach', 'pepper']",american
4710,"['ground', 'onion', 'bell', 'pepper', 'wine', 'chili', 'sugar', 'ground', 'cumin', 'salt', 'garlic', 'clove', 'kidney', 'bean', 'tomato', 'cheddar', 'chees']",american
4711,"['corn', 'starch', 'water', 'garlic', 'powder', 'steak', 'pepper', 'oil', 'broccoli', 'floret', 'onion', 'garlic', 'ginger', 'carrot', 'soy', 'sauc', 'sugar', 'chili', 'ground', 'ginger']",chinese
4712,"['sauerkraut', 'potato', 'sausag', 'onion', 'canola', 'oil', 'cumin', 'salt', 'cream']",german
4713,"['onion', 'beef', 'soy', 'sauc', 'sugar', 'sake', 'ginger', 'shoga', 'rice']",japanese
4714,"['chicken', 'breast', 'broccoli', 'garlic', 'powder', 'flour', 'soy', 'sauc', 'oyster', 'sauc', 'rice', 'vinegar', 'chili', 'clove', 'veget', 'oil', 'salt', 'water']",chinese
4715,"['oil', 'sausag', 'onion', 'gold', 'potato', 'sauerkraut', 'wine', 'ground', 'pepper', 'caraway', 'seed', 'bay', 'leaf']",german
4716,"['oil', 'onion', 'celeri', 'carrot', 'garlic', 'clove', 'ground', 'beef', 'tomato', 'past', 'worcestershir', 'sauc', 'tabasco', 'pepper', 'sauc', 'wine', 'beef', 'stock', 'ground', 'pepper', 'salt', 'potato', 'milk', 'cheddar', 'chees']",english
4717,"['mascarpon', 'cayenn', 'pepper', 'chive', 'lemon', 'ground', 'pepper', 'sea', 'salt', 'crab', 'meat', 'oil', 'flour', 'salt', 'egg', 'milk']",french
4718,"['flour', 'ground', 'pepper', 'salt', 'beef', 'oil', 'onion', 'garlic', 'beer', 'beef', 'stock', 'cane', 'sugar', 'wine', 'vinegar', 'bay', 'leav', 'thyme', 'leaf', 'parsley', 'dijon', 'mustard']",french
4719,"['flour', 'cheddar', 'chees', 'chicken', 'cumin', 'salsa', 'veget', 'oil', 'guacamol', 'cream']",mexican
4720,"['brat', 'bell', 'pepper', 'bell', 'pepper', 'onion', 'paprika', 'caraway', 'seed']",german
4721,"['pasta', 'asparagu', 'classico', 'oliv', 'oil', 'onion', 'tomato', 'wine', 'garlic', 'sauc']",italian
4722,"['wheat', 'tortilla', 'chicken', 'mango', 'chili', 'onion', 'bacon', 'cheddar', 'chees', 'pepper', 'jack']",mexican
4723,"['oil', 'chicken', 'breast', 'bell', 'pepper', 'bell', 'pepper', 'onion', 'garlic', 'paprika', 'chicken', 'broth', 'cream', 'corn', 'starch', 'salt', 'pepper', 'noodl']",hungarian
4724,"['soy', 'sauc', 'soy', 'sauc', 'sesam', 'oil', 'sugar', 'shaox', 'wine', 'ground', 'pepper', 'noodl', 'oil', 'bacon', 'scallion']",chinese
4725,"['chicken', 'breast', 'sugar', 'ketchup', 'soy', 'sauc', 'chicken', 'broth', 'ground', 'ginger', 'garlic', 'pepper', 'pineappl', 'ground', 'cinnamon']",hawaiian
4726,"['potato', 'oil', 'pepper', 'salt', 'yogurt', 'mustard', 'sugar', 'cabbag', 'lettuc', 'leav', 'beef']",irish
4727,"['appl', 'potato', 'appl', 'juic', 'pork', 'butt', 'wine', 'honey', 'mustard', 'caraway', 'seed']",german
4728,"['onion', 'oil', 'garlic', 'clove', 'tomato', 'oregano', 'pepper', 'flake', 'sugar', 'chicken', 'cutlet', 'salt', 'egg', 'bread', 'crumb', 'parmesan', 'chees', 'basil', 'leav', 'mzarella', 'chees']",italian
4729,"['pineappl', 'ketchup', 'sugar', 'soy', 'sauc', 'corn', 'starch', 'salt', 'chicken', 'breast', 'onion']",hawaiian
4730,"['chicken', 'cutlet', 'oil', 'juic', 'lemon', 'zest', 'romain', 'lettuc', 'cucumb', 'bell', 'pepper', 'grape', 'tomato', 'parsley', 'leav', 'kalamata', 'oliv', 'tapenad', 'chees']",greek
4731,"['chicken', 'breast', 'balsam', 'vinegar', 'sugar', 'garlic', 'pasta', 'cherri', 'tomato', 'onion', 'chees', 'cucumb', 'bell', 'pepper', 'wine', 'vinegar', 'lemon', 'juic', 'dijon', 'mustard', 'honey', 'oregano', 'parsley', 'oil', 'salt', 'pepper']",greek
4732,"['rice', 'chicken', 'broth', 'wine', 'saffron', 'thread', 'oil', 'pinenut', 'garlic', 'onion', 'pepper', 'tomato', 'parsley', 'spinach', 'paprika', 'thyme', 'leav', 'ground', 'cumin', 'oregano', 'chickpea']",spanish
4733,"['pasta', 'chicken', 'sauc', 'tomato', 'provolon', 'chees']",italian
4734,"['elbow', 'macaroni', 'butter', 'flour', 'milk', 'salt', 'ground', 'pepper', 'pepper', 'cheddar', 'chees']",american
4735,"['wine', 'ground', 'cumin', 'oregano', 'salt', 'pepper', 'tomato', 'onion', 'pepper', 'garlic', 'caper', 'steak', 'grain', 'rice', 'pimento', 'oliv', 'brine', 'cilantro']",cuban
4736,"['chicken', 'breast', 'halv', 'oil', 'garlic', 'clove', 'mint', 'oregano', 'salt', 'ground', 'pepper', 'lemon', 'juic', 'mint', 'onion', 'salad']",greek
4737,"['water', 'sugar', 'cider', 'vinegar', 'garlic', 'clove', 'pepper', 'sauerkraut', 'potato', 'milk', 'butter', 'frankfurt', 'brat', 'appl']",german
4738,"['egg', 'milk', 'parsley', 'salt', 'pepper', 'flour', 'butter', 'garlic', 'onion', 'pinenut', 'broccoli', 'rabe', 'prosciutto', 'chees', 'lemon', 'juic']",german
4739,"['turkey', 'lemon', 'salt', 'pepper', 'appl', 'onion', 'potato', 'butter', 'honey', 'chicken', 'stock']",english
4740,"['oil', 'curri', 'past', 'coconut', 'milk', 'fish', 'sauc', 'lime', 'juic', 'sugar', 'kaffir', 'lime', 'leav', 'zucchini', 'asparagu', 'basil', 'chili']",thai
4741,"['chees', 'oil', 'juic', 'zest', 'oregano', 'leaf', 'parsley', 'ground', 'pepper', 'salt', 'pepper', 'shrimp', 'garlic', 'vermouth', 'onion', 'grape', 'tomato', 'mint', 'leav']",greek
4742,"['chicken', 'breast', 'pineappl', 'salsa', 'verd']",mexican
