,ingredients,cuisine
2938,"['breast chicken', 'chicken skin thigh', 'marinad sauc soy teriyaki', 'pepper', 'chili', 'cilantro', 'leaf parsley', 'shallot', 'ginger', 'garlic', 'salt', 'rice vinegar', 'oil sesam', 'oil', 'udon', 'cucumb', 'cabbag savoy', 'scallion', 'bell pepper', 'carrot', 'dress herb', 'almond']",japanese
2939,"['beef ground', 'ground pork', 'butter', 'onion', 'breadcrumb panko', 'egg', 'nutmeg', 'allspic', 'salt', 'pepper', 'cream', 'flour', 'beef broth', 'egg noodl', 'chees gruyer', 'chive']",swedish
2940,"['chicken', 'salt', 'ground pepper', 'butter', 'bacon', 'onion', 'clove garlic', 'mushroom', 'wine', 'grain mustard', 'cream', 'parsley']",french
2941,"['sake', 'mirin', 'miso', 'sugar', 'fish', 'scallion']",japanese
2942,"['rice', 'gluten', 'broccoli', 'sauc soy', 'coconut oil', 'beansprout', 'watercress', 'basil', 'juic lime', 'chili']",thai
2943,"['hash potato', 'onion', 'cilantro', 'garlic', 'chili', 'sausag', 'egg white', 'wheat', 'tortilla', 'gravi mix', 'sauc', 'chees jack marbl', 'salt', 'salt', 'pepper', 'spray', 'onion', 'tomato']",mexican
2944,"['butter spread', 'breast chicken', 'ragu sauc', 'broccoli floret', 'fettuccin pasta ragu veggi']",italian
2945,"['sparerib', 'water', 'sugar', 'pineappl', 'corn starch', 'onion', 'vinegar', 'sauc soy', 'chili', 'mustard']",hawaiian
2946,"['pork tenderloin', 'salt', 'pepper', 'garlic powder', 'oil', 'flour', 'forest ham', 'dill pickl', 'chees', 'chees mzarella', 'mustard']",cuban
2947,"['eggplant', 'zucchini', 'potato', 'pepper', 'onion', 'tomato', 'clove garlic', 'oregano', 'leaf parsley', 'past tomato', 'oil', 'salt', 'ground pepper']",greek
2948,"['beef', 'tomato', 'sauc tomato', 'carrot', 'celeri', 'onion slice', 'barley pearl', 'beef broth', 'salt', 'bay leaf', 'sage', 'thyme', 'pepper']",irish
2949,"['pork sparerib', 'hoisin sauc', 'cane vinegar', 'sugar', 'sauc soy', 'oil sesam', 'garlic', 'chili', 'bell pepper', 'onion', 'ginger', 'tomato', 'past tomato', 'salt']",chinese
2950,"['onion', 'garlic', 'paprika', 'pepper', 'salt', 'eggplant', 'bell pepper', 'broth', 'tomato', '', 'cream tofu', 'tofu', 'juic lemon', 'butter cashew']",hungarian
2951,"['oil peanut', 'clove garlic', 'ginger', 'onion', 'curri past', 'chicken stock', 'coconut milk', 'potato', 'bean', 'breast chicken', 'lime', 'fish sauc', 'cilantro']",thai
2952,"['coconut oil', 'onion', 'chili', 'clove garlic', 'ginger', 'lentil', 'ground turmer', 'curri powder', 'garam masala', 'broth', 'tomato', 'lime', 'ground pepper salt', 'cilantro', 'lime wedg', 'rice']",indian
2953,"['zucchini', 'squash', 'leek', 'broth chicken sodium', 'salt', 'ground pepper', 'clove garlic', 'cream', 'milk', 'egg white', 'rice', 'chees', 'chees parmesan', 'parsley', 'oregano', 'spray', 'onion', 'butter']",american
2954,"['breast chicken', 'juic lemon', 'vinegar wine', 'oil', 'garlic', 'oregano', 'season', 'salt', 'pepper', 'dill', 'yogurt', 'cayenn pepper']",greek
2955,"['chop pork', 'flour', 'salt', 'egg', 'breadcrumb', 'button mushroom', 'butter', 'beef broth', 'ground pepper']",german
2956,"['eye rib steak', 'ground pepper', 'salt', 'oil veget', 'butter']",american
2957,"['bread wheat', 'milk', 'onion', 'garlic', 'butter', 'salt sea', 'ground pork', 'egg', 'parsley', 'ground pepper', 'beef ground', 'flour', 'beef broth', 'cream']",swedish
2958,"['drumstick duck', 'wine', 'turnip', 'leek', 'rutabaga', 'celeri root', 'parsnip', 'onion', 'clove garlic', 'bay leav', 'bouquet garni', 'clove', 'berri junip', 'salt', 'pepper']",french
2959,"['beef ground', 'carrot', 'scallion', 'ginger', 'sauc soy', 'chili', 'pineappl', 'wheat', 'bun', 'leav lettuc', 'corn starch', 'water', 'sauc soy', 'juic pineappl', 'sugar', 'clove garlic']",hawaiian
2960,"['broth chicken sodium', 'salt', 'onion', 'clove garlic', 'water', 'grit', 'oil', 'mushroom', 'chees parmigiano reggiano', 'fish', 'thyme', 'pepper', 'spray', 'parsley']",american
2961,"['ground pork', 'shrimp', 'scallion', 'ginger', 'sauc soy', 'rice vinegar', 'salt', 'pepper', 'wrapper', 'canola oil']",chinese
2962,"['breast chicken', 'oil', 'lemon', 'salt', 'garlic powder', 'onion powder', 'basil', 'oregano', 'parsley', 'dillwe', 'rice', 'hummu', 'spinach', 'tomato', 'chees', 'salad']",greek
2963,"['canola oil', 'beef roast', 'onion', 'water', 'mix sauc', 'bun hoagi', 'chees', 'carrot pea', 'pud vanilla', 'banana']",french
2964,"['breast chicken', 'corn starch', 'salt', 'ground pepper', 'oil veget', 'chili', 'garlic', 'scallion', 'sauc soy', 'rice wine', 'egg white', 'chicken stock', 'past tomato', 'rice vinegar', 'hoisin sauc', 'chili', 'oil sesam', 'sugar']",chinese
2965,"['oil', 'ground lamb', 'onion', 'oregano', 'cinnamon', 'clove ground', 'salt', 'ground pepper', 'marinara sauc', 'ziti', 'ricotta', 'egg yolk', 'ground nutmeg', 'chees parmigiano reggiano']",greek
2966,"['butter', 'onion', 'sugar', 'caraway seed', 'pepper', 'brat', 'beer', 'sauerkraut']",german
2967,"['egg', 'pork', 'corn starch', 'sauc soy', 'oil sesam', 'salt', 'ground pepper', 'coriand', 'onion spring']",chinese
2968,"['ground pork', 'garlic', 'onion', 'ginger', 'rice vinegar', 'sauc soy', 'chili', 'oil sesam', 'wrapper', 'corn starch', 'water', 'oil veget', 'water']",chinese
2969,"['butter', 'onion', 'celeri', 'bell pepper', 'crawfish', 'bay leav', 'flour', 'water', 'salt', 'cayenn', 'parsley', 'onion']",american
2970,"['breast chicken', 'yogurt', 'lemon', 'cavend season', 'onion', 'tomato', 'chees', 'dress salad']",greek
2971,"['quinoa', 'breast chicken', 'kale', 'oil', 'salt', 'cucumb', 'tomato', 'vinegar wine', 'ground pepper', 'almond']",greek
2972,"['filet', 'oil', 'butter', 'gra p??t', 'pancak', 'egg', 'pastri sheet', 'onion', 'mushroom', 'cream', 'parsley', 'salt', 'ground pepper', 'madeira', 'beef broth', 'flour', 'truffl']",english
2973,"['beef ground', 'onion', 'season', 'cumin ground', 'garlic powder', 'oil', 'iceberg lettuc', 'sauc tzatziki', 'cherri tomato']",greek
2974,"['chop loin pork', 'salt', 'pepper', 'broth chicken', 'onion powder', 'spinach', 'cream', 'paprika']",hungarian
2975,"['oil veget', 'clove garlic', 'shallot', 'curri past', 'curri powder', 'coconut milk', 'broth chicken', 'chicken thigh', 'fish sauc', 'sugar', 'egg noodl', 'shallot', 'cilantro', 'peanut', 'lime wedg', 'onion', 'green mustard', 'chili']",thai
2976,"['chicken', 'sauc soy', 'mirin', 'ginger', 'corn starch', 'oil veget', 'chicken piec', 'rice']",japanese
2977,"['chicken', 'chili', 'cream', 'chees philadelphia style touch', 'corn tortilla', 'enchilada sauc']",mexican
2978,"['pig', 'salt', '', 'caraway seed', 'butter', 'beer', 'water', 'flour', 'cream']",german
2979,"['chicken thigh', 'pineappl ring', 'juic pineappl', 'water', 'chicken cube stock', 'mustard', 'sugar', 'honey', 'pur?? tomato', 'pepper', 'salt', 'vinegar', 'flour']",hawaiian
2980,"['flour', 'ground turkey', 'cumin', 'chili', 'tomato', 'cheddar chees', 'enchilada sauc']",mexican
2981,"['rib', 'sauerkraut', 'caraway seed', 'potato']",german
2982,"['chicken', 'garlic', 'lemon', 'vinegar wine', 'oil', 'peppercorn', 'oregano', 'salt', 'pepper', 'chees', 'potato']",greek
2983,"['beef brisket', 'beef broth', 'adobo chipotl', 'cumin ground', 'corn tortilla', 'microgreen', 'salsa']",mexican
2984,"['beef ground', 'salt', 'sauc worcestershir', 'gravi mix', 'biscuit mix', 'milk', 'gravi mix', 'water']",english
2985,"['beef ground', 'onion', 'season taco', 'flour', 'bean', 'chees style', 'cream mushroom soup', 'cream']",mexican
2986,"['chicken meat', 'oil sesam', 'miso past', 'onion', 'sauc', 'salt', 'bamboo shoot', 'togarashi', 'ginger']",japanese
2987,"['spinach', 'onion', 'seed sesam', 'sauc soy', 'oil oliv', 'oil sesam', '', 'pepper', 'fish', 'water', 'honey', 'clove garlic', 'seed sesam', 'oil']",japanese
2988,"['sausag', 'oil', 'gravi onion', 'butter', 'onion', 'flour', 'beer guin', 'dijon mustard', 'sauc worcestershir', 'sugar', 'salt', 'ground pepper', 'potato', 'potato', 'milk']",english
2989,"['steak', 'sauc soy', 'water', 'sugar', 'corn starch', 'beef broth', 'ginger ground', 'pea snow', 'scallion', 'oil peanut', 'noodl', 'rice']",chinese
2990,"['juic', 'garlic', 'salt', 'pepper', 'chicken fryer', 'corn oil', 'flour', 'paprika', 'leav oregano', 'onion powder', 'egg']",cuban
2991,"['fish', 'oil', 'ground pepper', 'salt', 'mushroom', 'butter', 'water', 'beef', 'ham', 'pastri sheet', 'flour', 'egg']",english
2992,"['bone meat', 'rice', 'garlic ginger', 'onion', 'oil veget', 'yogurt', 'tomato', 'past tomato', 'bay leav', 'cinnamon stick', 'cardamon', 'clove', 'water', 'ground turmer', 'cumin ground', 'coriand powder', 'garam masala', 'chili', 'colour food', 'water', 'water', 'salt', 'ghee', 'onion', 'coriand', 'cashew nut']",indian
2993,"['spaghetti', 'tomato', 'tomato', 'chees', 'meatbal', 'chees mzarella', 'parsley']",italian
2994,"['flour', 'flour', 'salt sea', 'pepper', 'powder', 'beer', 'water', 'fish', 'potato', 'oil veget']",irish
2995,"['pineappl', 'barbecu sauc', 'sauc soy', 'ground pork', 'bread crumb', 'onion', 'ginger', 'sugar', 'cayenn', 'salt', 'muffin', 'basil leav']",hawaiian
2996,"['spaghetti', 'pasta sauc', 'chees', 'spinach', 'ricotta', 'mix onion', 'chees mzarella']",italian
2997,"['bell pepper', 'bell pepper', 'oil', 'ground pork', 'onion', 'pepper', 'salt', 'wine', 'pur?? tomato', 'chees', 'rice', 'raisin', 'pinenut', 'parsley']",greek
2998,"['barley', 'water', 'breast chicken', 'oil', 'juic lemon', 'season', 'oregano', 'pepper', 'yogurt', 'cucumb', 'garlic', 'salt sea', 'kale', 'beet', 'kalamata oliv', 'cherri tomato', 'onion']",greek
2999,"['chuck', 'onion', 'carrot', 'garlic', 'bacon', 'oil', 'flour', 'beef broth', 'wine', 'bay leav', 'thyme', 'parsley', 'butter', 'mushroom', 'onion pearl', 'bean', 'salt', 'potato', 'cream']",french
3000,"['oil veget', 'breast chicken', 'cumin ground', 'chili', 'oregano', 'salt', 'pepper', 'clove garlic', '', 'lime', 'onion', 'garlic', 'bean', 'paprika', 'pepper', 'jasmin rice', 'broth chicken', 'cilantro']",cuban
3001,"['beef ground', 'bread crumb', 'butter', 'onion', 'parsley', 'egg', 'salt', 'pepper', 'rosemari', 'nutmeg', 'flour', 'bacon', 'carrot', 'beef broth', 'cream', 'corn starch']",german
3002,"['hoisin sauc', 'rice vinegar', 'oyster sauc', 'sauc soy', 'oil sesam', 'garlic', 'pepper', 'chop pork', 'marinad', 'oil peanut', 'egg', 'slaw', 'shiitak', 'scallion', 'flour', 'lettuc', 'rice', 'onion', 'seed sesam']",chinese
3003,"['beef', 'onion', 'clove garlic', 'ketchup', 'sauc worcestershir', 'sugar', 'paprika', 'ground mustard', 'cayenn pepper', 'water', 'flour', 'noodl']",hungarian
3004,"['yogurt', 'lemon', 'cucumb', 'vinegar wine', 'vinegar', 'coriand seed', 'oil', 'clove garlic', 'eggplant', 'grape tomato', 'ground lamb', 'hanout', 'past tomato', 'water', 'chees', 'parsley', 'bread pita']",greek
3005,"['lager', 'dijon mustard', 'sugar', 'coriand ground', 'onion', 'brat', 'sauerkraut', 'chili']",german
3006,"['sparerib', 'sugar', 'ground pepper', 'onion powder', 'salt', 'chili', 'chili', 'oil veget', 'onion', 'garlic', 'ketchup', 'mapl syrup', 'water', 'juic lemon', 'sauc worcestershir', 'applesauc', 'cinnamon ground', 'allspic ground', 'chili']",american
3007,"['garlic', 'lamb leg', 'oregano', 'rosemari', 'thyme', 'lemon', 'oil', 'dijon mustard', 'paprika', 'salt sea', 'pepper', 'potato', 'salt']",greek
3008,"['beef brisket', 'beer guin', '', 'salt', 'sugar', 'salt', 'garlic', 'spice', 'carrot', 'potato', 'cabbag']",irish
3009,"['breast chicken halv', 'flour', 'salt', 'pepper', 'egg', 'bread crumb', 'oil veget', 'butter', 'lemon']",german
3010,"['beef ground', 'butter', 'onion', 'carrot', 'past tomato', 'leav thyme', 'beef stock', 'arrowroot powder', 'fren pea', 'potato', 'salt sea', 'ground pepper']",english
3011,"['lemon zest', 'juic lemon', 'dijon mustard', 'oil', 'ground pepper', 'clove garlic', 'steak tuna', 'spray', 'onion vidalia', 'vinegar wine', 'salt', 'cucumb', 'leaf parsley', 'caper', 'bean', 'green salad']",american
3012,"['shrimp', 'oil', 'ground oregano', 'salt', 'ground pepper', 'corn tortilla', 'carrot coleslaw', 'cucumb', 'onion', 'leaf parsley', 'yogurt', 'juic lemon', 'milk', 'honey', 'garlic powder', 'chees']",greek
3013,"['breast chicken', 'corn starch', 'sauc soy', 'shaox wine', 'sugar', 'oil veget', 'garlic', 'chili']",chinese
3014,"['chili', 'oil', 'sausag', 'onion', 'clove garlic', 'sprig thyme', 'bay leav', 'pepper', 'salt', 'ground pepper', 'wine', 'broth', 'potato', 'tomato', 'clam littleneck', 'fish', 'mussel', 'cilantro', 'parsley', 'bread']",portuguese
3015,"['breast chicken halv', 'egg', 'breadcrumb', 'paprika', 'ragu sauc', 'chees mzarella', 'tomato']",italian
3016,"['breast chicken', 'onion powder', 'paprika', 'garlic powder', 'salt', 'pepper', 'beer', 'barbecu sauc']",american
3017,"['crab lump meat', 'mayonnais', 'sauc soy', 'seawe', 'rice sushi', 'past wasabi', 'avocado']",japanese
3018,"['honey', 'vinegar wine', 'clove garlic', 'salt', 'pepper', 'chop lamb rib', 'cherri tomato', 'balsam vinegar']",american
3019,"['appl cider', 'cider vinegar', 'oil', 'shallot', 'salt', 'sage', 'pork tenderloin', 'butter']",american
3020,"['oil veget', 'mushroom', 'onion', 'bell pepper', 'clove garlic', 'salt', 'chuck', 'paprika', 'flour', 'caraway seed', 'beef broth', 'past tomato', 'dill']",hungarian
3021,"['chili', 'toston', 'plantain', 'coconut oil', 'paprika', 'lettuc romain', 'tomato', 'chayot', 'oregano', 'cumin', 'garlic powder', 'pepper', 'yogurt', 'juic lime', 'oregano']",cuban
3022,"['beef', 'vinegar', 'sugar', 'onion', 'clove', 'bay leav', 'garlic', 'potato', 'cream', 'milk', 'butter', 'flour', 'dijon mustard', 'salt', 'pepper']",irish
3023,"['oil', 'juic lemon', 'honey', 'salt', 'ground pepper', 'cook oil spray', 'breast chicken', 'plum tomato', 'cucumb', 'onion', 'chees', 'kalamata oliv', 'mint', 'lettuc romain']",greek
3024,"['breast chicken', 'garlic', 'oil', 'carrot', 'pepper', 'chunk pineappl', 'corn starch', 'vinegar', 'ketchup', 'broth chicken', 'sugar']",hawaiian
3025,"['ground turkey', 'onion', 'pepper', 'garlic', 'oregano', 'salt', 'cream', 'chees', 'juic lemon', 'dillwe', 'bun hamburg', 'cucumb', 'tomato']",greek
3026,"['potato', 'bacon', 'chees', 'butter', 'cream', 'onion', 'bay leav', 'clove garlic', 'parsley', 'chive', 'thyme', 'cayenn pepper', 'ground nutmeg', 'salt', 'pepper']",french
3027,"['brat', 'chip snack']",german
3028,"['butt pork', 'chuck', 'fat pork', 'clove garlic', 'water', 'salt', 'ground pepper', 'paprika', 'saltpet', 'clove ground', 'sausag']",hungarian
3029,"['butter', 'onion', 'garlic', 'brandi', 'ground pork', 'calv liver', 'ground veal', 'bread crumb', 'parsley', 'leav thyme', 'chive', 'ground pepper', 'salt', 'clove ground', 'ground nutmeg', 'ginger ground', 'egg', 'bacon']",french
3030,"['beef tenderloin', 'mushroom', 'pastri sheet', 'prosciutto', 'egg yolk', 'dijon mustard', 'oil', 'milk', 'salt', 'ground pepper']",english
3031,"['fish', 'oil', 'juic lemon', 'ginger', 'bell pepper', 'onion', 'pineappl', 'raisin', 'cayenn pepper', 'spinach', 'lettuc romain']",hawaiian
3032,"['oil', 'breast chicken', 'salt', 'tomato', 'broth chicken', 'chees mzarella', 'chees parmesan', 'parsley']",italian
3033,"['juic lime', 'clove garlic', 'oregano', 'cumin', 'shrimp', 'pepper', 'salt', 'oil', 'onion', 'bell pepper', 'bell pepper', 'bell pepper', 'celeri', 'parsley', 'cayenn pepper', 'bay leaf', 'past tomato', 'wine', 'water', 'sauc worcestershir']",cuban
3034,"['broth chicken', 'water', 'paprika', 'spaghetti', 'cabbag', 'onion', 'kielbasa', 'cream']",hungarian
3035,"['oil', 'lemon zest', 'juic lemon', 'garlic', 'salt', 'oregano', 'breast chicken', 'grape tomato', 'zucchini', 'lemon', 'cucumb', 'yogurt', 'leav oregano']",greek
3036,"['oil veget', 'sirloin', 'flour', 'onion', 'mushroom', 'clove garlic', 'past tomato', 'beef broth', 'sugar', 'beer', 'carrot', 'potato']",irish
3037,"['flour', 'salt', 'water', 'oil', 'bacon', 'onion', '', 'chees mzarella', 'nutmeg', 'pepper']",german
3038,"['muffin', 'pizza sauc', 'oil', 'breast chicken', 'spice', 'button mushroom', 'spinach', 'bell pepper', 'chees mzarella']",english
3039,"['chop pork', 'pepper', 'salt', 'oil veget', 'rice', 'pineappl', 'pepper', 'sauc', 'water']",hawaiian
3040,"['ground pork', 'salt', 'ground nutmeg', 'pepper', 'oil veget', 'cream', 'corn starch', 'celeri cream soup', 'milk', 'paprika', 'egg noodl', 'dill']",hungarian
3041,"['juic lemon', 'chicken thigh', 'flour', 'salt', 'ground pepper', 'ground turmer', 'pepper', 'oil', 'onion', 'ginger', 'clove garlic', 'broth chicken sodium', 'oliv', 'lemon zest', 'cinnamon stick', 'cilantro']",moroccan
3042,"['oil', 'corn tortilla', 'enchilada sauc', 'chees']",mexican
3043,"['rice', 'oil', 'chili', 'cumin', 'oregano', 'chili', 'flake pepper', 'onion', 'garlic', 'pepper poblano', 'bell pepper', 'chili', 'bean', 'salt']",mexican
3044,"['ground turkey', 'bread crumb', 'bell pepper', 'onion', 'ginger root', 'pineappl slice', 'salt', 'sauc teriyaki', 'mayonnais', 'bun hamburg']",hawaiian
3045,"['classico oil oliv', 'breast chicken halv', 'onion', 'bacon', 'pea', 'wine', 'sauc']",italian
3046,"['oil', 'curri past', 'fish sauc', 'coconut milk', 'bell pepper', 'mushroom', 'shrimp', 'basil leav', 'rice']",thai
3047,"['breast chicken halv', 'chunk pineappl', 'clove garlic', 'salt', 'ground pepper', 'juic lemon', 'lemon zest', 'paprika', 'butter', 'dijon mustard', 'honey']",hawaiian
3048,"['brat', 'butter', 'bell pepper', 'bell pepper', 'bell pepper', 'onion', 'appl', 'beer', 'hoagi roll']",german
3049,"['butter', 'onion', 'bell pepper', 'onion', 'celeri', 'mushroom soup', 'parsley', 'season', 'ground pepper salt', 'crawfish']",american
3050,"['pork tenderloin', 'juic', 'juic lemon', 'sauc soy', 'garlic', 'oregano', 'salt', 'ground pepper', 'cucumb', 'onion', 'juic lime', 'oregano', 'sugar', 'bread ciabatta', 'chees', 'pork roast']",cuban
3051,"['lamb meat stew', 'onion', 'carrot', 'potato', 'broth chicken', 'oil veget', 'oil', 'rosemari', 'salt', 'flour', 'bay leav', 'garlic', 'fren pea', 'celeri', 'pepper', 'leaf parsley']",irish
3052,"['pork roast', 'ale ginger', 'bbq sauc', 'sauc teriyaki', 'sugar', 'pineappl', 'roll']",hawaiian
3053,"['lemon', 'milk', 'egg', 'rosemari', 'garlic', 'fish', 'cornmeal', 'oil', 'rosemari sprig', 'lemon slice']",american
3054,"['mushroom', 'ground lamb', 'onion', 'garlic', 'tomato', 'oregano', 'salt', 'egg', 'oliv', 'chees', 'parsley']",greek
3055,"['mustard', 'corn starch', 'salt', 'beef broth', 'egg', 'beef ground', 'parsley', 'bacon', 'egg', 'pork', 'onion', 'water', 'bread crumb', 'water', 'oil veget', 'cream', 'paprika']",german
3056,"['garlic powder', 'onion powder', 'paprika', 'cumin', 'chili', 'cayenn pepper', 'salt', 'pepper', 'ginger ground', 'clove garlic', 'lime', 'oil', 'sirloin tip', 'roll', 'iceberg', 'avocado', 'tomato', 'onion', 'cotija', 'jalapeno', 'sauc']",mexican
3057,"['tortilla', 'sauc tzatziki', 'onion', 'cucumb', 'avocado', 'cherri tomato', 'albacor', 'oliv', 'spinach', 'chees', 'salt', 'pepper', 'garlic', 'yogurt', 'dill', 'juic lemon', 'oil']",greek
3058,"['oil veget', 'spray', 'cap mushroom', 'season steak', 'thyme', 'center chop loin pork', 'broth chicken sodium', 'corn starch']",american
3059,"['fish', 'oil', 'mushroom', 'sprig thyme', 'pastri', 'ham', 'egg yolk', 'salt', 'salt sea', 'ground pepper', 'beef', 'shallot', 'peppercorn', 'bay leaf', 'vinegar wine', 'wine', 'beef stock']",english
3060,"['breast chicken', 'corn', 'bean', 'enchilada sauc', 'blend chees', 'cilantro', 'cream']",mexican
3061,"['beef', 'oil', 'onion', 'carrot', 'celeri rib', 'wine', 'beef broth', 'past tomato', 'clove garlic', 'bay leav', 'thyme', 'bacon slice', 'mushroom', 'parsley', 'corn starch', 'flour', 'salt']",french
3062,"['beef rib', 'sauc soy', 'hoisin sauc', 'juic pineappl', 'ginger', 'oil sesam', 'sesam']",hawaiian
3063,"['clove garlic', 'season taco', 'onion', '', 'lime', 'tomato', 'cilantro']",mexican
3064,"['wagyu', 'corn starch', 'water', 'seed sesam', 'onion', 'sauc teriyaki', 'sauc soy', 'sake', 'mirin', 'ginger juic', 'sugar']",japanese
3065,"['cabbag', 'egg', 'milk', 'onion', 'salt', 'pepper', 'beef ground', 'rice', 'sauc tomato', 'sugar', 'juic lemon', 'sauc worcestershir']",swedish
3066,"['onion', 'ginger', 'garlic', 'chili', 'oil', 'garam masala', 'chili', 'cardamom ground', 'coriand ground', 'past tomato', 'broth chicken', 'cream', 'bay leav', 'breast chicken', 'pepper', 'salt', 'butter', 'lime wedg', 'cilantro', 'rice']",indian
3067,"['ground turkey', 'breadcrumb panko', 'egg', 'pepper', 'salt', 'garlic powder', 'cumin', 'leaf parsley', 'oil', 'milk soy', 'garden pea', 'juic lemon']",english
3068,"['mushroom', 'butter', 'duck', 'salt', 'leek', 'thyme', 'caraway seed', 'bay leav', 'cognac', 'duck stock', 'balsam vinegar']",french
3069,"['oil', 'butter', 'bread crumb', 'thyme', 'garlic', 'breast chicken halv', 'prosciutto', 'chees gruyer', 'flour', 'salt', 'egg']",french
3070,"['chees mzarella', 'chees goat', 'prosciutto', 'thyme', 'clove garlic', 'dough pizza', 'oil']",italian
3071,"['sugar', 'orang', 'salt', 'pepper', 'fish', 'mango', 'juic', 'onion', 'cilantro', 'ginger', 'juic lime', 'chili', 'spray']",american
3072,"['coconut milk', 'curri past', 'fish sauc', 'chicken piec', 'oil', 'curri past', 'ground turmer', 'butter peanut', 'water', 'juic lemon', 'sugar']",thai
3073,"['flour', 'ground turmer', 'salt', 'cumin ground', 'coriand ground', 'cayenn pepper', 'breast chicken', '', 'oil', 'bean', 'onion', 'broth chicken', 'apricot', 'ginger', 'oliv', 'couscou']",moroccan
3074,"['chicken thigh', 'salt', 'oil', 'sausag', 'garlic', 'vinegar wine', 'oregano']",italian
3075,"['breast chicken', 'cracker ritz', 'bread', 'butter', 'ham', 'chees', 'dijon mustard', 'flour', 'egg', 'salt', 'pepper']",french
3076,"['beef roast', 'spinach', 'button mushroom', 'beef stock', 'onion', 'sake', 'sauc soy']",japanese
3077,"['chicken thigh', 'lemon', 'cinnamon stick', 'ground pepper', 'cumin', 'paprika', 'flake pepper', 'clove', 'oil', 'garlic', 'ginger', 'saffron', 'heart']",moroccan
3078,"['dough pastri', 'crust', 'applewood bacon', 'butter', 'leek', 'half', 'egg', 'salt', 'ground pepper', 'nutmeg', 'chees gruyer']",french
3079,"['cabbag leav', 'potato', 'beef', 'liquid', 'chees']",irish
3080,"['rabbit', 'onion', 'garlic', 'allspic berri', 'cinnamon stick', 'bay leav', 'oregano', 'past tomato', 'tomato', 'wine', 'wine', 'chicken', 'vinegar wine', 'oil']",greek
3081,"['fish', 'sauc soy', 'honey', 'sugar', 'clove garlic', 'onion spring', 'ginger', 'cinnamon ground', 'colour food']",chinese
3082,"['bacon', 'leek', 'egg', 'mushroom', 'cherri tomato', 'cabbag', 'oil veget', 'potato', 'ground pepper', 'salt']",english
3083,"['chicken', 'flour', 'emeril essenc', 'oil', 'sausag', 'onion', 'potato', 'pepper', 'pepper', 'tomato', 'shallot', 'garlic', 'kalamata', 'wine', 'parsley', 'onion', 'flake pepper', 'pepper', 'salt', 'rice', 'spinach', 'chees']",portuguese
3084,"['garlic', 'flake pepper', 'oil', 'pork roast', 'garlic salt', 'pepper', 'oregano', 'onion', 'juic', 'lime', 'broth chicken', 'bay leav', 'ham', 'dijon mustard', 'dill pickl', 'chees', 'bread sourdough']",cuban
3085,"['shrimp', 'coconut oil', 'garlic', 'ginger', 'onion', 'bell pepper', 'tomato', 'cardamom pod', 'curri powder', 'ground pepper', 'sauc', 'seafood stock', 'coconut milk', 'cilantro', 'rice', 'water', 'salt']",thai
3086,"['lettuc', 'oil veget', 'bell pepper', 'onion', 'beef ground', 'pepper', 'salt', 'clove garlic', 'sauc soy', 'hoisin sauc', 'chili', 'ginger ground', 'rice vinegar', 'honey', 'onion']",chinese
3087,"['breast chicken', 'lemon', 'oil', 'garlic', 'vinegar wine', 'sugar', 'oregano', 'parsley', 'salt sea', 'ground pepper', 'bell pepper', 'bell pepper', 'onion', 'cucumb', 'yogurt', 'lemon zest', 'juic lemon', 'dill', 'mint', 'salt']",greek
3088,"['pork roast', 'dijon mustard', 'caraway seed', 'onion powder', 'garlic powder', 'paprika', 'celeri powder', 'salt', 'pepper', 'oil', 'onion', 'carrot', 'leek', 'broth']",german
3089,"['ground turkey', 'sauc', 'ranchstyl season', 'garlic', 'egg', 'breadcrumb panko', 'yogurt', 'mayonnais', 'chees', 'bun', 'tomato', 'onion', 'lettuc', 'chees', 'buffalo sauc']",american
3090,"['bread crumb', 'butter', 'onion', 'garlic', 'allspic ground', 'pepper', 'salt', 'milk', 'sauc worcestershir', 'beef ground', 'egg', 'oil veget', 'flour', 'beef broth', 'cream', 'ground pepper', 'egg noodl', 'parsley', 'jam']",swedish
3091,"['bacon', 'salt', 'egg noodl', 'cream', 'sugar', 'cabbag', 'paprika']",hungarian
3092,"['beef ground', 'onion', 'salt', 'ground pepper', 'ketchup', 'bake bisquick mix', 'milk', 'egg', 'cheddar chees', 'mustard', 'chip snack']",english
3093,"['onion', 'water', 'pepper', 'cider vinegar', 'clove garlic', 'oregano', 'salt', 'pepper', 'cumin ground', 'garlic', 'pork tenderloin', 'oil', 'bread sourdough', 'chees']",cuban
3094,"['chees cream', 'cream', 'season taco', 'meat taco', 'tomato', 'chees', 'flour', 'salsa']",mexican
3095,"['paprika', 'juic lime', 'oil', 'rum', 'garlic', 'garlic', 'oregano', 'salt', 'ground pepper', 'cumin ground', 'chop pork', 'onion', 'arborio rice', 'broth chicken', 'tomato', 'caper', 'saffron', 'shrimp', 'bean', 'artichok heart', 'pepper']",cuban
3096,"['bean', 'water', 'beef broth', 'past tomato', 'onion', 'garlic', 'celeri', 'sprig thyme', 'bay', 'clove', 'leav', 'parsley sprig', 'peppercorn', 'tomato', 'confit duck leg', 'oil', 'sausag', 'breadcrumb', 'salt', 'pepper']",french
3097,"['breast chicken', 'salt', 'pepper', 'flour', 'bread crumb', 'egg', 'dijon mustard', 'parsley', 'oil veget', 'lemon wedg']",german
